drug1,drug2,drug_pair,total_reports,serious_reports,death_reports,hosp_reports,severity_score,death_score,hosp_score,top_reactions,severity,label,source
midodrine,prograf,midodrine + prograf,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cellcept,midodrine,cellcept + midodrine,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cipro,midodrine,cipro + midodrine,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
lovenox,midodrine,lovenox + midodrine,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
midodrine,reglan,midodrine + reglan,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
midodrine,phenergan,midodrine + phenergan,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
midodrine,oxycodone,midodrine + oxycodone,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
midodrine,tobramycin,midodrine + tobramycin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
clindamycin,midodrine,clindamycin + midodrine,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
midodrine,rapamune,midodrine + rapamune,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
midodrine,zincate,midodrine + zincate,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
imuran,midodrine,imuran + midodrine,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
midodrine,prednisone,midodrine + prednisone,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
bactrim,midodrine,bactrim + midodrine,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
midodrine,multivitamin,midodrine + multivitamin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
midodrine,omniscan,midodrine + omniscan,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
magnesium,midodrine,magnesium + midodrine,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
midodrine,restoril,midodrine + restoril,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
midodrine,phoslo,midodrine + phoslo,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cardizem,midodrine,cardizem + midodrine,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
midodrine,morphine,midodrine + morphine,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
midodrine,zantac,midodrine + zantac,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
midodrine,rocephin,midodrine + rocephin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
midodrine,neoral,midodrine + neoral,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
midodrine,neurontin,midodrine + neurontin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
midodrine,sirolimus,midodrine + sirolimus,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
epogen,rocephin,epogen + rocephin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
epogen,neoral,epogen + neoral,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
epogen,neurontin,epogen + neurontin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
epogen,magnesium,epogen + magnesium,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
epogen,solu-medrol,epogen + solu-medrol,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
epogen,percocet,epogen + percocet,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
epogen,nephrovite,epogen + nephrovite,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
epogen,zemplar,epogen + zemplar,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
albuterol,midodrine,albuterol + midodrine,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
epogen,norvasc,epogen + norvasc,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
ceftazidime,epogen,ceftazidime + epogen,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
epogen,iron,epogen + iron,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
epogen,tobramycin,epogen + tobramycin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
epogen,protonix,epogen + protonix,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
epogen,prograf,epogen + prograf,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cellcept,epogen,cellcept + epogen,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cipro,epogen,cipro + epogen,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
darvocet-n,epogen,darvocet-n + epogen,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
coumadin,midodrine,coumadin + midodrine,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
lasix,midodrine,lasix + midodrine,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
epogen,hydrocortisone,epogen + hydrocortisone,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
epogen,keflex,epogen + keflex,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
epogen,fosamax,epogen + fosamax,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
epogen,famvir,epogen + famvir,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
clindamycin,epogen,clindamycin + epogen,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
epogen,rapamune,epogen + rapamune,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
epogen,zantac,epogen + zantac,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
epogen,imuran,epogen + imuran,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
bactrim,epogen,bactrim + epogen,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
epogen,multivitamin,epogen + multivitamin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
epogen,sirolimus,epogen + sirolimus,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
epogen,restoril,epogen + restoril,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
epogen,phoslo,epogen + phoslo,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cardizem,epogen,cardizem + epogen,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
epogen,morphine,epogen + morphine,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
epogen,zincate,epogen + zincate,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
coumadin,sirolimus,coumadin + sirolimus,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
coumadin,restoril,coumadin + restoril,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
coumadin,phoslo,coumadin + phoslo,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cardizem,coumadin,cardizem + coumadin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
coumadin,morphine,coumadin + morphine,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
coumadin,zantac,coumadin + zantac,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
coumadin,rocephin,coumadin + rocephin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
coumadin,neoral,coumadin + neoral,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
famvir,midodrine,famvir + midodrine,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
coumadin,solu-medrol,coumadin + solu-medrol,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
coumadin,nephrovite,coumadin + nephrovite,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
coumadin,zemplar,coumadin + zemplar,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
coumadin,darvocet-n,coumadin + darvocet-n,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
ceftazidime,coumadin,ceftazidime + coumadin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
coumadin,iron,coumadin + iron,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
coumadin,tobramycin,coumadin + tobramycin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
coumadin,protonix,coumadin + protonix,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
coumadin,magnesium,coumadin + magnesium,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
albuterol,darvocet-n,albuterol + darvocet-n,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
albuterol,ceftazidime,albuterol + ceftazidime,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
albuterol,iron,albuterol + iron,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
albuterol,prograf,albuterol + prograf,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
albuterol,cellcept,albuterol + cellcept,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
albuterol,reglan,albuterol + reglan,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
albuterol,phenergan,albuterol + phenergan,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
coumadin,hydrocortisone,coumadin + hydrocortisone,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
coumadin,omniscan,coumadin + omniscan,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
coumadin,fosamax,coumadin + fosamax,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
coumadin,famvir,coumadin + famvir,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
clindamycin,coumadin,clindamycin + coumadin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
coumadin,rapamune,coumadin + rapamune,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
coumadin,zincate,coumadin + zincate,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
coumadin,imuran,coumadin + imuran,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
bactrim,coumadin,bactrim + coumadin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
coumadin,multivitamin,coumadin + multivitamin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
coumadin,keflex,coumadin + keflex,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
lasix,phoslo,lasix + phoslo,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
lasix,morphine,lasix + morphine,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
lasix,neoral,lasix + neoral,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
lasix,neurontin,lasix + neurontin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
lasix,percocet,lasix + percocet,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
lasix,nephrovite,lasix + nephrovite,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
lasix,zemplar,lasix + zemplar,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
darvocet-n,lasix,darvocet-n + lasix,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
coumadin,prograf,coumadin + prograf,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
lasix,tobramycin,lasix + tobramycin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
lasix,prograf,lasix + prograf,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cellcept,lasix,cellcept + lasix,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cipro,lasix,cipro + lasix,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
lasix,reglan,lasix + reglan,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
hydrocortisone,midodrine,hydrocortisone + midodrine,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
keflex,midodrine,keflex + midodrine,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
fosamax,midodrine,fosamax + midodrine,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
ceftazidime,lasix,ceftazidime + lasix,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cellcept,coumadin,cellcept + coumadin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cipro,coumadin,cipro + coumadin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
coumadin,lovenox,coumadin + lovenox,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
coumadin,reglan,coumadin + reglan,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
coumadin,phenergan,coumadin + phenergan,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
coumadin,oxycodone,coumadin + oxycodone,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
albuterol,coumadin,albuterol + coumadin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
keflex,lasix,keflex + lasix,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
lasix,restoril,lasix + restoril,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
famvir,lasix,famvir + lasix,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
clindamycin,lasix,clindamycin + lasix,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
lasix,rapamune,lasix + rapamune,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
lasix,zincate,lasix + zincate,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
imuran,lasix,imuran + lasix,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
bactrim,lasix,bactrim + lasix,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
lasix,multivitamin,lasix + multivitamin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
lasix,omniscan,lasix + omniscan,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
lasix,sirolimus,lasix + sirolimus,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
fosamax,lasix,fosamax + lasix,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
ceftazidime,omniscan,ceftazidime + omniscan,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
ceftazidime,sirolimus,ceftazidime + sirolimus,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
ceftazidime,restoril,ceftazidime + restoril,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
ceftazidime,phoslo,ceftazidime + phoslo,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cardizem,ceftazidime,cardizem + ceftazidime,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
ceftazidime,morphine,ceftazidime + morphine,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
ceftazidime,zantac,ceftazidime + zantac,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
ceftazidime,rocephin,ceftazidime + rocephin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
bactrim,lovenox,bactrim + lovenox,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
ceftazidime,neurontin,ceftazidime + neurontin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
ceftazidime,magnesium,ceftazidime + magnesium,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
ceftazidime,solu-medrol,ceftazidime + solu-medrol,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
ceftazidime,percocet,ceftazidime + percocet,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
ceftazidime,nephrovite,ceftazidime + nephrovite,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
ceftazidime,zemplar,ceftazidime + zemplar,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
ceftazidime,darvocet-n,ceftazidime + darvocet-n,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
ceftazidime,norvasc,ceftazidime + norvasc,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
ceftazidime,neoral,ceftazidime + neoral,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
neoral,norvasc,neoral + norvasc,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
neurontin,norvasc,neurontin + norvasc,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
magnesium,norvasc,magnesium + norvasc,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
norvasc,percocet,norvasc + percocet,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
nephrovite,norvasc,nephrovite + norvasc,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
norvasc,zemplar,norvasc + zemplar,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
darvocet-n,norvasc,darvocet-n + norvasc,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
ceftazidime,hydrocortisone,ceftazidime + hydrocortisone,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
ceftazidime,multivitamin,ceftazidime + multivitamin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
ceftazidime,fosamax,ceftazidime + fosamax,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
ceftazidime,famvir,ceftazidime + famvir,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
ceftazidime,clindamycin,ceftazidime + clindamycin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
ceftazidime,rapamune,ceftazidime + rapamune,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
ceftazidime,zincate,ceftazidime + zincate,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
ceftazidime,imuran,ceftazidime + imuran,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
ceftazidime,prednisone,ceftazidime + prednisone,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
bactrim,ceftazidime,bactrim + ceftazidime,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
ceftazidime,keflex,ceftazidime + keflex,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
iron,magnesium,iron + magnesium,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
iron,solu-medrol,iron + solu-medrol,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
iron,percocet,iron + percocet,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
iron,nephrovite,iron + nephrovite,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
iron,zemplar,iron + zemplar,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
darvocet-n,iron,darvocet-n + iron,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
iron,norvasc,iron + norvasc,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
ceftazidime,iron,ceftazidime + iron,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
hydrocortisone,iron,hydrocortisone + iron,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
keflex,tobramycin,keflex + tobramycin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
fosamax,tobramycin,fosamax + tobramycin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
famvir,tobramycin,famvir + tobramycin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
clindamycin,tobramycin,clindamycin + tobramycin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
rapamune,tobramycin,rapamune + tobramycin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
tobramycin,zincate,tobramycin + zincate,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
imuran,tobramycin,imuran + tobramycin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
prednisone,tobramycin,prednisone + tobramycin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
hydrocortisone,tobramycin,hydrocortisone + tobramycin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
iron,keflex,iron + keflex,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
fosamax,iron,fosamax + iron,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
famvir,iron,famvir + iron,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
clindamycin,iron,clindamycin + iron,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
iron,rapamune,iron + rapamune,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
iron,zincate,iron + zincate,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
imuran,iron,imuran + iron,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
bactrim,iron,bactrim + iron,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
iron,neurontin,iron + neurontin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
iron,sirolimus,iron + sirolimus,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
iron,restoril,iron + restoril,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
iron,phoslo,iron + phoslo,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cardizem,iron,cardizem + iron,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
iron,morphine,iron + morphine,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
